year,ncessch,school_name,state_location,lea_name,school_level,school_type,charter,highest_grade_offered,elem_cedp,middle_cedp,high_cedp,enrollment,gleaid,school_id,geo_longitude,geo_latitude,leaid,geocode_accuracy,geocode_accuracy_detailed,state_leaid,state_fips_geo,county_fips_geo,seasch,street_mailing,puma,tract,city_mailing,state_mailing,block_group,geoid_block,zip_mailing,street_location,census_region,census_division,city_location,csa,cbsa,zip_location,phone,cbsa_name,cbsa_type,fips,latitude,cbsa_city,place_fips,longitude,geoid_place,place_name,urban_centric_locale,class_code,upper_chamber,county_code,congress_district_id,state_leg_district_upper,upper_chamber_name,state_leg_district_lower,lower_chamber,lower_chamber_name,lower_chamber_type,sch_internet_fiber,sch_internet_wifi,sch_internet_schdev,sch_internet_studdev,sch_internet_wifiendev,students_chronically_absent,enrl_IB,enrl_gifted_talented,enrl_AP,enrl_AP_science,enrl_AP_math,enrl_AP_other,students_AP_exam_none,students_AP_exam_oneormore,students_AP_pass_none,students_AP_pass_oneormore,enrl_dual_enrollment,students_SAT_ACT,enrl_biology,enrl_chemistry,enrl_advanced_math,enrl_calculus,enrl_algebra2,enrl_physics,enrl_geometry,students_susp_in_sch,students_susp_out_sch_single,students_susp_out_sch_multiple,days_suspended,suspensions_instances,suspensions_instances_preschool,expulsions_no_ed_serv,expulsions_with_ed_serv,expulsions_zero_tolerance,students_corporal_punish,corpinstances,corpinstances_preschool,students_arrested,students_referred_law_enforce,transfers_alt_sch_disc,read_test_num_valid,read_test_pct_prof_midpt,math_test_num_valid,math_test_pct_prof_midpt,cohort_num,grad_rate_midpt,teachers_fte_crdc,teachers_certified_fte,teachers_uncertified_fte,teachers_first_year_fte,teachers_second_year_fte,teachers_current_sy,teachers_previous_sy,teachers_absent_fte,instructional_aides_fte,counselors_fte,support_fte,social_workers_fte,administration_fte,psychologists_fte,nurses_fte,law_enforcement_fte,security_guard_fte,law_enforcement_ind,salaries_teachers,salaries_total,salaries_instruc_staff,salaries_instructional_aides,salaries_support,salaries_administration,expenditures_nonpersonnel,lowest_grade_offered,lunch_program,teachers_fte,school_status,bureau_indian_education,title_i_status,title_i_eligible,title_i_schoolwide,magnet,shared_time,virtual
mixed - most recent,"080345000436","Acres Green Elementary School","CO","Douglas County School District No. Re 1","Primary","Regular school","No","6","Yes","No","No","404","03450","0800436","-104.8949","39.5574","0803450","Not applicable","Point address","CO-0900","Colorado","8035","0900-0012","13524 NORTH ACRES GREEN DRIVE","00821","14114","LITTLETON","CO","2","080350141142","80124","13524 NORTH ACRES GREEN DRIVE","West","Mountain","LITTLETON","216","19740","80124","(303)387-7125","Denver-Aurora-Broomfield, CO","Metropolitan statistical area","Colorado","39.5574","No","320","-104.8949","0800320","Acres Green CDP","Suburb, large","Census-designated place","08030","8035","804","08030","State Senate District 30","08044","08044","State House District 44","State house district","Yes","Yes","Yes","Yes","664","","","","","","","","","","","","","0","","","","","","","","5","11","1","16.000","13.000","0.000","0","0","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","36.000","36.000","0.000","0.000","0.000","37.000","33.000","8.000","8.880","0.820","4.750","0.200","3.000","1.000","0.000","0.300","0.000","Yes","2153702","2678361.000","2720213","191999.422","108075.977","224583.266","433918.000","Pre-K","Yes participating without using any Provision or the CEP","26","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
mixed - most recent,"080195000010","Adams City High School","CO","School District N. 14 in the county of Adams & State of Colo","High","Regular school","No","12","No","No","Yes","1666","01950","0800010","-104.9004","39.8281","0801950","Not applicable","Point address","CO-0030","Colorado","8001","0030-0024","7200 QUEBEC PARKWAY","00807","988700","COMMERCE CITY","CO","1","080019887001","80022","7200 QUEBEC PARKWAY","West","Mountain","COMMERCE CITY","216","19740","80022","(303)289-3111","Denver-Aurora-Broomfield, CO","Metropolitan statistical area","Colorado","39.8281","No","16495","-104.9004","0816495","Commerce City city","Rural, fringe","Governmentally active (incorporated)","08025","8001","807","08021","State Senate District 25","08032","08032","State House District 32","State house district","Yes","Yes","Yes","Yes","1656","","","","","","","","68","243","76","66","","327","503","354","196","","","31","477","75","91","27","469.000","166.000","-2.000","2","0","0","Missing/not reported","-1.000","-1.000","0","24","0.000","","","","","","","83.000","83.550","0.000","0.000","19.000","88.000","55.000","42.000","0.300","4.000","15.830","1.500","6.000","0.000","0.000","2.000","5.000","Yes","4138460","6107250.000","4257926","3426.000","1386265.000","579099.000","747699.000","9","Yes participating without using any Provision or the CEP","78","Open","","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No"
mixed - most recent,"080195000009","Adams City Middle School","CO","School District N. 14 in the county of Adams & State of Colo","Middle","Regular school","No","8","No","Yes","No","550","01950","0800009","-104.9354","39.8282","0801950","Not applicable","Point address","CO-0030","Colorado","8001","0030-0020","4451 EAST 72ND AVENUE","00807","8901","COMMERCE CITY","CO","1","080010089011","80022","4451 EAST 72ND AVENUE","West","Mountain","COMMERCE CITY","216","19740","80022","(303)289-5881","Denver-Aurora-Broomfield, CO","Metropolitan statistical area","Colorado","39.8282","No","16495","-104.9354","0816495","Commerce City city","City, small","Governmentally active (incorporated)","08025","8001","807","08021","State Senate District 25","08032","08032","State House District 32","State house district","Yes","Yes","Yes","Yes","718","","","","","","","","","","","","","0","","","","","","","","0","134","123","1438.000","636.000","-2.000","2","2","0","Missing/not reported","-1.000","-1.000","0","62","0.000","","","","","","","39.000","39.000","0.000","3.000","10.000","42.000","32.000","17.000","3.500","2.000","8.580","0.000","2.000","1.000","0.000","0.250","1.900","Yes","1884311","2886245.000","2195969","93568.000","708143.000","200223.000","242803.000","6","Yes participating without using any Provision or the CEP","29","Open","","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No"
mixed - most recent,"080480001446","Adams Elementary School","CO","Jefferson County School District No. R-1","Primary","Regular school","No","5","Yes","No","No","314","04800","0801446","-105.0655","39.8698","0804800","Not applicable","Point address","CO-1420","Colorado","8059","1420-0030","6450 WEST 95TH PLACE","00805","9827","WESTMINSTER","CO","1","080590098271","80021","6450 WEST 95TH PLACE","West","Mountain","WESTMINSTER","216","19740","80021","(303)982-9790","Denver-Aurora-Broomfield, CO","Metropolitan statistical area","Colorado","39.8698","No","83835","-105.0655","0883835","Westminster city","Suburb, large","Governmentally active (incorporated)","08019","8059","807","08019","State Senate District 19","08029","08029","State House District 29","State house district","Yes","Yes","Yes","No","250","","","","","","","","","","","","","0","","","","","","","","0","3","1","10.000","5.000","0.000","0","0","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","25.000","25.230","0.000","0.000","2.000","27.000","27.000","8.220","5.690","0.000","5.000","0.000","5.000","1.000","0.000","0.000","0.000","No","1063858","1491495.250","1192224","60547.711","158177.188","182614.203","102959.000","Pre-K","Yes participating without using any Provision or the CEP","18","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
mixed - most recent,"080306000239","Adams Elementary School","CO","Colorado Springs School District No. 11 in the county of E","Primary","Regular school","No","5","Yes","No","No","331","03060","0800239","-104.788525","38.821093","0803060","Not applicable","Point address","CO-1010","Colorado","8041","1010-3890","2101 MANITOBA DRIVE","00905","2800","COLORADO SPRINGS","CO","2","080410028002","80910","2101 MANITOBA DRIVE","West","Mountain","COLORADO SPRINGS","Not applicable","17820","80910","(719)328-2900","Colorado Springs, CO","Metropolitan statistical area","Colorado","38.821093","Yes","16000","-104.788525","0816000","Colorado Springs city","City, large","Governmentally active (incorporated)","08011","8041","805","08011","State Senate District 11","08017","08018","State House District 18","State house district","Yes","Yes","Yes","No","340","","","","","","","","","","","","","0","","","","","","","","68","25","94","167.000","137.000","0.000","0","0","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","25.000","25.600","0.000","0.000","0.000","28.000","23.000","3.000","6.000","1.000","7.000","0.920","4.000","0.000","0.000","0.000","0.000","No","1216164","1822757.000","1540808","130209.000","255054.000","221330.000","148536.000","Pre-K","Yes participating without using any Provision or the CEP","24","Open","","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No"
mixed - most recent,"080690006435","Adams12 Five Star Preschool","CO","Adams 12 Five Star Schools","Primary","Regular school","No","Pre-K","Yes","No","No","48","06900","0806435","-104.966609","39.926677","0806900","Not applicable","Point address","CO-0020","Colorado","8001","0020-0070","455 EPPINGER BLVD","00806","8529","THORNTON","CO","3","080010085293","80229","1500 EAST 128TH AVENUE","West","Mountain","THORNTON","216","19740","80241","(720)972-6001","Denver-Aurora-Broomfield, CO","Metropolitan statistical area","Colorado","39.926677","No","77290","-104.966609","0877290","Thornton city","Suburb, large","Governmentally active (incorporated)","08024","8001","807","08024","State Senate District 24","08034","08031","State House District 31","State house district","Yes","Yes","Yes","Yes","4","","","","","","","","","","","","","0","","","","","","","","Missing/not reported","Missing/not reported","Missing/not reported","-2.000","-2.000","0.000","Missing/not reported","Missing/not reported","Missing/not reported","Missing/not reported","-1.000","-1.000","Missing/not reported","Missing/not reported","0.000","","","","","","","11.000","11.330","0.000","0.000","1.000","3.000","0.000","2.000","-2.000","0.000","-2.000","0.000","-2.000","0.000","0.000","0.000","0.000","No","Not applicable","-2.000","Not applicable","-2.000","-2.000","-2.000","-2.000","Pre-K","No","11","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
mixed - most recent,"080480006587","Addenbrooke Classical Academy","CO","Jefferson County School District No. R-1","High","Regular school","Yes","12","No","Yes","Yes","201","04800","0806587","-105.07712","39.649402","0804800","Not applicable","Street address","CO-1420","Colorado","8059","1420-1451","3605 S TELLER STREET","00819","11904","LAKEWOOD","CO","2","080590119042","80235","3605 S TELLER STREET","West","Mountain","LAKEWOOD","216","19740","80235","(303)989-1336","Denver-Aurora-Broomfield, CO","Metropolitan statistical area","Colorado","39.649402","No","43000","-105.07712","0843000","Lakewood city","City, midsize","Governmentally active (incorporated)","08021","8059","807","08022","State Senate District 21","08028","08022","State House District 22","State house district","Yes","Yes","Yes","Yes","425","","","","","","","","","1","","","","41","41","16","11","","","7","26","1","9","2","44.000","15.000","-2.000","0","0","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","19.000","17.200","2.150","0.430","1.720","21.000","14.000","1.000","2.000","1.000","5.360","0.250","8.000","0.000","0.500","0.000","0.000","No","783809","1243821.375","380121","35789.102","130601.789","496428.844","324786.000","9","No","13","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
mixed - most recent,"080480006643","Addenbrooke Classical Grammar School","CO","Jefferson County School District No. R-1","Primary","Regular school","Yes","8","Yes","Yes","No","728","04800","0806643","-105.075501","39.644121","0804800","Not applicable","Point address","CO-1420","Colorado","8059","1420-0491","7114 WEST JEFFERSON AVENUE","00819","11904","LAKEWOOD","CO","2","080590119042","80235","7114 WEST JEFFERSON AVENUE","West","Mountain","LAKEWOOD","216","19740","80235","(303)986-5791","Denver-Aurora-Broomfield, CO","Metropolitan statistical area","Colorado","39.644121","No","43000","-105.075501","0843000","Lakewood city","City, midsize","Governmentally active (incorporated)","08021","8059","807","08022","State Senate District 21","08028","08022","State House District 22","State house district","Yes","Yes","Yes","Yes","440","","","","","","","","","","","","","0","","","","","","","","1","3","1","9.000","5.000","0.000","0","0","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","25.000","22.800","2.850","0.570","2.280","28.000","19.000","1.000","5.500","1.000","2.400","0.250","1.000","0.000","0.500","0.000","0.000","No","783809","1243821.375","","96763.133","58676.172","61356.371","324786.000","Pre-K","No","41","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
mixed - most recent,"080555001932","Adventure Elementary","CO","Mapleton School District No. 1 in the county of Adams & St","Primary","Regular school","No","6","Yes","No","No","361","05550","0801932","-104.990672","39.837024","0805550","Not applicable","Point address","CO-0010","Colorado","8001","0010-0507","7725 CONIFER RD","00807","9308","DENVER","CO","1","080010093081","80221","7725 CONIFER RD","West","Mountain","DENVER","216","19740","80221","(303)853-1410","Denver-Aurora-Broomfield, CO","Metropolitan statistical area","Colorado","39.837024","No","69810","-104.990672","0869810","Sherrelwood CDP","Suburb, large","Census-designated place","08031","8001","807","08021","State Senate District 31","08032","08034","State House District 34","State house district","Yes","Yes","Yes","Yes","283","","","","","","","","","","","","","0","","","","","","","","5","23","15","137.000","81.000","0.000","1","1","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","25.000","25.500","0.000","0.000","1.000","26.000","18.000","7.000","2.000","0.000","5.000","0.000","4.000","1.000","0.200","0.030","0.000","Yes","884350","1349079.500","932176","53125.238","177372.203","234232.000","109786.000","Pre-K","Yes participating without using any Provision or the CEP","21","Open","","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","Yes","No","No"
mixed - most recent,"080198000020","Agate Elementary School","CO","Agate School District No. 300","Primary","Regular school","No","6","Yes","No","No","53","01980","0800020","-103.941268","39.462633","0801980","Not applicable","Point address","CO-0960","Colorado","8039","0960-0044","P O BOX 118","00400","961100","AGATE","CO","1","080399611001","80101","41032 2ND AVENUE","West","Mountain","AGATE","216","19740","80101","(719)764-2741","Denver-Aurora-Broomfield, CO","Metropolitan statistical area","Colorado","39.462633","","","-103.941268","","","Rural, remote","","08001","8039","804","08001","State Senate District 1","08064","08040","State House District 40","State house district","Yes","Yes","No","No","0","","","","","","","","","","","","","0","","","","","","","","0","0","0","0.000","0.000","-2.000","0","0","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","2.000","2.130","0.000","1.000","0.000","2.000","1.000","0.000","0.000","0.000","1.000","0.000","0.120","0.000","1.000","0.000","0.000","No","74757","164000.000","109597","-2.000","22000.000","5246.000","500.000","Pre-K","Yes under the Community Eligibility Provision (CEP)","6","Open","","School is eligible for Title I Targeted Assistance (TAS) and provides TAS program","Yes","","No","No","No"
mixed - most recent,"080198000021","Agate Junior Senior High School","CO","Agate School District No. 300","High","Regular school","No","12","No","Yes","Yes","28","01980","0800021","-103.941268","39.462633","0801980","Not applicable","","CO-0960","Colorado","8039","0960-0048","P O BOX 118","00400","961100","AGATE","CO","1","080399611001","80101","41032 2ND AVENUE","West","Mountain","AGATE","216","19740","80101","(719)764-2741","Denver-Aurora-Broomfield, CO","Metropolitan statistical area","Colorado","39.462633","","","-103.941268","","","Rural, remote","","08001","8039","804","08001","State Senate District 1","08064","08040","State House District 40","State house district","Yes","Yes","No","No","62","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","Yes under the Community Eligibility Provision (CEP)","5","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
mixed - most recent,"080201000022","Aguilar Elementary School","CO","Aguilar Reorganized School District No. 6","Primary","Regular school","No","5","Yes","No","No","65","02010","0800022","-104.6539","37.406","0802010","Not applicable","Street address","CO-1620","Colorado","8071","1620-0058","P O BOX 567","00501","100","AGUILAR","CO","1","080710001001","81020","420 NORTH BALSAM","West","Mountain","AGUILAR","Not applicable","Not applicable","81020","(719)941-4188","","","Colorado","37.406","No","760","-104.6539","0800760","Aguilar town","Rural, remote","Governmentally active (incorporated)","08002","8071","804","08035","State Senate District 2","08064","08064","State House District 64","State house district","Yes","Yes","Yes","Yes","45","","","","","","","","","","","","","0","","","","","","","","1","2","1","11.000","3.000","0.000","0","0","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","5.000","5.500","0.000","1.000","0.000","6.000","5.000","2.000","1.500","0.000","2.000","0.000","1.500","0.000","0.250","0.000","0.000","No","216646","366023.000","289488","25377.000","47500.000","76500.000","82707.000","Pre-K","Yes under the Community Eligibility Provision (CEP)","6","Open","","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No"
mixed - most recent,"080201000023","Aguilar Junior-Senior High School","CO","Aguilar Reorganized School District No. 6","High","Regular school","No","12","No","Yes","Yes","54","02010","0800023","-104.6539","37.406","0802010","Not applicable","Street address","CO-1620","Colorado","8071","1620-0066","P O BOX 567","00501","100","AGUILAR","CO","1","080710001001","81020","420 NORTH BALSAM","West","Mountain","AGUILAR","Not applicable","Not applicable","81020","(719)941-4188","","","Colorado","37.406","No","760","-104.6539","0800760","Aguilar town","Rural, remote","Governmentally active (incorporated)","08002","8071","804","08035","State Senate District 2","08064","08064","State House District 64","State house district","Yes","Yes","Yes","Yes","60","","","","","","","","","","","","","6","","4","3","","","","7","2","1","5","16.000","6.000","-2.000","0","0","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","6.000","6.250","0.000","0.000","1.000","7.000","7.000","0.000","1.500","0.000","3.500","0.000","0.500","0.000","0.000","0.000","0.000","No","250525","410013.000","248267","24875.000","97113.000","37500.000","82707.000","6","Yes under the Community Eligibility Provision (CEP)","5","Open","","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No"
